0,1,65,11,99613577,1477366280,10/25/2016,7:01:20,31.8821883,54.3406683,2,39,B,7,1.8163043
1,2,65,11,99614049,1477366348,10/25/2016,7:02:28,31.8838533,54.3443733,5,40,B,8,15.893167
2,3,65,11,99615468,1477366541,10/25/2016,7:05:41,31.8869283,54.3553666,22,43,B,11,87.299995
3,4,65,11,99616051,1477366623,10/25/2016,7:07:03,31.8875266,54.3603033,23,45,B,13,91.0138
4,5,65,11,99616489,1477366683,10/25/2016,7:08:03,31.8877683,54.3634633,9,46,B,14,13.228904
5,6,65,11,99616727,1477366720,10/25/2016,7:08:40,31.8887466,54.3646916,17,47,B,15,91.21547
6,7,65,11,99617617,1477366843,10/25/2016,7:10:43,31.893465,54.3678233,5,48,B,16,13.337923
7,8,65,11,99619733,1477367143,10/25/2016,7:15:43,31.9087883,54.3782633,42,53,B,21,36.32118
8,9,65,11,99620419,1477367238,10/25/2016,7:17:18,31.913985,54.3818633,17,55,B,23,70.91155
9,10,65,11,99623156,1477367619,10/25/2016,7:23:39,31.9183666,54.384275,0,1,B,24,13.427064
10,11,65,11,99638343,1477369799,10/25/2016,7:59:59,31.8638633,54.3310416,1,8,B,1,2.4020674
11,12,65,11,99642212,1477370314,10/25/2016,8:08:34,31.8741616,54.3289516,28,36,B,4,68.895065
12,13,65,11,99642387,1477370351,10/25/2016,8:09:11,31.8759716,54.3320533,21,37,B,5,15.119783
13,14,65,11,99643424,1477370505,10/25/2016,8:11:45,31.8825816,54.3411366,36,39,B,7,63.881355
14,15,65,11,99643846,1477370565,10/25/2016,8:12:45,31.8841683,54.3446216,11,40,B,8,27.14662
15,16,65,11,99644108,1477370609,10/25/2016,8:13:29,31.884735,54.34664,12,41,B,9,73.182045
16,17,65,11,99644928,1477370729,10/25/2016,8:15:29,31.8868266,54.3544033,6,43,B,11,9.327417
17,18,65,11,99645671,1477370830,10/25/2016,8:17:10,31.88745,54.3583733,24,44,B,12,69.55586
18,19,65,11,99646105,1477370890,10/25/2016,8:18:10,31.88768,54.3609716,3,45,B,13,30.599806
19,20,65,11,99646546,1477370950,10/25/2016,8:19:10,31.8879033,54.3636133,15,46,B,14,31.718014
20,21,65,11,99647062,1477371026,10/25/2016,8:20:26,31.8901383,54.3656383,12,47,B,15,87.25368
21,22,65,11,99647507,1477371088,10/25/2016,8:21:28,31.8935533,54.367835,1,48,B,16,13.557457
22,23,65,11,99648754,1477371268,10/25/2016,8:24:28,31.899985,54.372185,22,50,B,18,53.47372
23,24,65,11,99649177,1477371328,10/25/2016,8:25:28,31.902805,54.3741633,20,51,B,19,31.474852
24,25,65,11,99650699,1477371541,10/25/2016,8:29:01,31.9139866,54.38187,16,55,B,23,71.3867
25,26,65,11,99655124,1477372169,10/25/2016,8:39:29,31.9182033,54.3842,1,1,B,24,14.41866
26,27,65,11,99667742,1477374032,10/25/2016,9:10:32,31.86381,54.3310466,0,8,B,1,6.5690513
27,28,65,11,99670644,1477374463,10/25/2016,9:17:43,31.87159,54.33152,38,35,B,3,98.8393
28,29,65,11,99670917,1477374499,10/25/2016,9:18:19,31.874195,54.32891,27,36,B,4,74.248116
29,30,65,11,99671508,1477374534,10/25/2016,9:18:54,31.8759966,54.3319383,26,37,B,5,26.259266
30,31,65,11,99671565,1477374594,10/25/2016,9:19:54,31.8790366,54.33602,27,38,B,6,16.672121
31,32,65,11,99672755,1477374767,10/25/2016,9:22:47,31.884175,54.3449083,15,40,B,8,46.11598
32,33,65,11,99673308,1477374846,10/25/2016,9:24:06,31.8850216,54.3478,21,41,B,9,44.978764
33,34,65,11,99673760,1477374906,10/25/2016,9:25:06,31.886345,54.3519866,19,42,B,10,82.76208
34,35,65,11,99674041,1477374948,10/25/2016,9:25:48,31.8870483,54.3549666,14,43,B,11,57.16477
35,36,65,11,99674651,1477375040,10/25/2016,9:27:20,31.8873533,54.3576466,0,44,B,12,13.743929
36,37,65,11,99675429,1477375160,10/25/2016,9:29:20,31.8877483,54.3610883,3,45,B,13,26.475422
37,38,65,11,99675839,1477375220,10/25/2016,9:30:20,31.88794,54.3632833,9,46,B,14,20.447132
38,39,65,11,99676534,1477375323,10/25/2016,9:32:03,31.8897816,54.36531,0,47,B,15,38.491695
39,40,65,11,99677268,1477375424,10/25/2016,9:33:44,31.8934233,54.367835,5,48,B,16,14.190246
40,41,65,11,99678019,1477375531,10/25/2016,9:35:31,31.8966033,54.3699216,5,49,B,17,10.531694
41,42,65,11,99678563,1477375609,10/25/2016,9:36:49,31.899595,54.3719183,19,50,B,18,15.18454
42,43,65,11,99678948,1477375669,10/25/2016,9:37:49,31.9031433,54.3741366,27,51,B,19,67.95346
43,44,65,11,99680420,1477375891,10/25/2016,9:41:31,31.9139066,54.3819283,12,55,B,23,67.22795
44,45,65,11,99683565,1477376348,10/25/2016,9:49:08,31.918255,54.3842833,0,1,B,24,15.357943
45,46,65,11,99697060,1477378339,10/25/2016,10:22:19,31.8638883,54.3310383,0,8,B,1,3.5965624
46,47,65,11,99700654,1477378877,10/25/2016,10:31:17,31.8738683,54.3290633,43,36,B,4,38.765
47,48,65,11,99700914,1477378919,10/25/2016,10:31:59,31.8760633,54.332085,5,37,B,5,16.614565
48,49,65,11,99701557,1477379009,10/25/2016,10:33:29,31.8794466,54.3365016,20,38,B,6,49.6553
49,50,65,11,99701978,1477379069,10/25/2016,10:34:29,31.8819166,54.3402683,33,39,B,7,46.745117
50,51,65,11,99702753,1477379174,10/25/2016,10:36:14,31.884085,54.345095,16,40,B,8,58.235603
51,52,65,11,99703695,1477379310,10/25/2016,10:38:30,31.8866833,54.353865,26,43,B,11,57.4093
52,53,65,11,99705022,1477379520,10/25/2016,10:42:00,31.8872966,54.3578166,5,44,B,12,14.426046
53,54,65,11,99705915,1477379655,10/25/2016,10:44:15,31.8876616,54.3617,26,45,B,13,42.647255
54,55,65,11,99706317,1477379715,10/25/2016,10:45:15,31.8878816,54.3642066,7,46,B,14,84.61111
55,56,65,11,99706843,1477379790,10/25/2016,10:46:30,31.8898333,54.3652966,5,47,B,15,43.713985
56,57,65,11,99707244,1477379850,10/25/2016,10:47:30,31.893485,54.3678183,15,48,B,16,13.458551
57,58,65,11,99708185,1477379976,10/25/2016,10:49:36,31.8965933,54.36987,7,49,B,17,14.304523
58,59,65,11,99708624,1477380036,10/25/2016,10:50:36,31.8989183,54.3715633,14,50,B,18,80.762726
59,60,65,11,99709047,1477380096,10/25/2016,10:51:36,31.902355,54.3737866,27,51,B,19,33.061897
60,61,65,11,99710219,1477380276,10/25/2016,10:54:36,31.9086933,54.378115,10,53,B,21,22.79258
61,62,65,11,99710617,1477380336,10/25/2016,10:55:36,31.9116233,54.38017,27,54,B,22,94.462105
62,63,65,11,99711007,1477380386,10/25/2016,10:56:26,31.91396,54.381755,16,55,B,23,63.77182
63,64,65,11,99712320,1477380580,10/25/2016,10:59:40,31.9182066,54.38422,0,1,B,24,14.916482
64,65,65,11,99725048,1477382447,10/25/2016,11:30:47,31.8638666,54.33107,0,8,B,1,0.31574807
65,66,65,11,99728310,1477382927,10/25/2016,11:38:47,31.8741633,54.32892,25,36,B,4,70.93936
66,67,65,11,99729202,1477382971,10/25/2016,11:39:31,31.8761166,54.3320066,12,37,B,5,26.077454
67,68,65,11,99729204,1477383056,10/25/2016,11:40:56,31.8791,54.3362283,0,38,B,6,4.264489
68,69,65,11,99730211,1477383208,10/25/2016,11:43:28,31.8839966,54.3451983,16,40,B,8,66.1704
69,70,65,11,99730606,1477383266,10/25/2016,11:44:26,31.8847416,54.3474716,5,41,B,9,7.7402983
70,71,65,11,99730993,1477383328,10/25/2016,11:45:28,31.8861433,54.351985,27,42,B,10,72.3891
71,72,65,11,99731465,1477383388,10/25/2016,11:46:28,31.8869516,54.3548033,16,43,B,11,38.36216
72,73,65,11,99732226,1477383492,10/25/2016,11:48:12,31.8874283,54.35773,6,44,B,12,22.060032
73,74,65,11,99732859,1477383586,10/25/2016,11:49:46,31.8878133,54.3613266,11,45,B,13,28.402355
74,75,65,11,99733304,1477383646,10/25/2016,11:50:46,31.887975,54.363735,20,46,B,14,45.68266
75,76,65,11,99733719,1477383705,10/25/2016,11:51:45,31.8892916,54.3651833,5,47,B,15,17.483206
76,77,65,11,99735016,1477383885,10/25/2016,11:54:45,31.893405,54.3680733,5,48,B,16,14.540862
77,78,65,11,99735925,1477384012,10/25/2016,11:56:52,31.8964716,54.36995,0,49,B,17,10.131334
78,79,65,11,99736784,1477384133,10/25/2016,11:58:53,31.899545,54.3719733,0,50,B,18,7.9045296
